study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
312,180,47,5,553,morning,98
312,132,47,8,509,afternoon,93
198,180,30,8,426,afternoon,84
306,168,46,10,528,afternoon,80
342,138,51,7,549,morning,100
374,180,56,8,600,afternoon,100
228,180,34,8,461,evening,83
276,180,41,11,508,evening,94
186,180,28,7,413,evening,93
478,180,72,9,600,afternoon,96
156,180,23,9,365,afternoon,60
270,180,40,6,505,night,100
402,180,60,5,600,evening,83
186,180,28,9,401,evening,79
396,180,59,5,600,afternoon,100
246,54,37,8,350,night,85
312,180,47,9,556,evening,100
426,180,64,9,600,morning,77
234,174,35,7,462,afternoon,100
228,180,34,8,450,night,73
192,174,29,6,402,evening,100
360,180,54,5,600,afternoon,100
138,132,21,7,310,night,90
342,180,51,10,584,afternoon,99
444,180,67,8,600,night,100
300,162,45,7,516,afternoon,83
367,162,55,6,600,evening,79
246,180,37,6,473,night,68
354,180,53,6,599,morning,90
246,180,37,6,481,afternoon,69
163,180,24,9,372,morning,88
318,180,48,7,565,night,100
480,180,72,8,600,morning,100
303,180,45,6,547,afternoon,92
252,180,38,12,489,evening,71
312,180,47,9,556,morning,95
246,162,37,11,457,afternoon,100
276,180,41,11,516,night,100
288,84,43,8,421,evening,95
366,180,55,12,600,night,96
174,102,26,7,314,evening,85
252,180,38,6,489,morning,100
234,180,35,9,465,morning,100
126,180,19,7,330,afternoon,100
161,180,24,5,370,night,93
5,132,5,11,158,evening,68
174,180,26,6,398,morning,100
252,180,38,12,480,evening,100
30,180,5,7,227,evening,89
318,180,48,11,562,afternoon,97
222,180,33,8,440,morning,100
180,180,27,7,398,afternoon,89
270,180,40,6,500,morning,82
177,180,27,8,399,afternoon,94
252,180,38,9,481,night,93
126,180,19,11,336,night,77
234,156,35,6,436,night,93
132,180,20,7,348,evening,71
345,144,52,8,553,morning,97
5,54,5,11,76,afternoon,100
192,180,29,6,407,afternoon,59
222,180,33,12,450,evening,100
246,180,37,8,481,morning,100
252,180,38,6,477,afternoon,63
378,180,57,12,600,morning,100
252,180,38,7,484,evening,100
204,180,31,6,427,morning,100
60,72,9,11,159,afternoon,100
270,180,40,7,509,afternoon,100
318,180,48,6,553,morning,97
228,180,34,11,450,night,75
359,180,54,6,600,evening,100
222,180,33,8,444,morning,77
234,180,35,6,456,afternoon,97
192,180,29,7,406,evening,75
342,180,51,11,582,morning,100
222,180,33,7,446,evening,88
396,180,59,6,600,afternoon,93
96,168,14,11,296,evening,91
162,126,24,9,329,afternoon,90
120,174,18,8,329,night,72
396,114,59,9,574,night,98
390,180,58,9,600,evening,70
222,180,33,5,442,night,100
480,102,72,6,600,evening,100
334,180,50,6,583,morning,84
354,102,53,11,520,morning,78
108,162,16,9,304,morning,84
126,180,19,6,333,afternoon,70
300,108,45,10,463,afternoon,86
480,180,72,8,600,night,100
180,180,27,7,405,afternoon,93
294,180,44,6,533,morning,86
198,180,30,8,421,night,95
271,180,41,10,498,morning,97
162,180,24,8,382,evening,94
258,180,39,6,494,afternoon,69
288,180,43,6,526,evening,71
372,180,56,8,600,afternoon,97
201,180,30,5,428,evening,96
348,126,52,11,534,morning,100
288,180,43,9,521,afternoon,100
72,180,11,11,277,night,70
162,84,24,8,288,afternoon,100
234,180,35,10,454,afternoon,90
359,180,54,6,600,evening,88
383,96,57,9,549,afternoon,93
258,54,39,5,361,night,96
312,180,47,12,548,afternoon,86
294,180,44,5,531,morning,96
139,180,21,8,356,afternoon,94
180,150,27,9,371,evening,87
288,180,43,10,521,morning,96
174,180,26,12,395,morning,88
462,48,69,6,592,morning,100
443,180,66,5,600,afternoon,99
294,84,44,5,429,afternoon,91
330,180,50,9,574,evening,91
150,180,22,5,364,morning,99
300,180,45,8,541,night,61
390,180,58,12,600,afternoon,100
336,180,50,5,573,morning,74
201,180,30,9,425,night,90
234,180,35,8,459,afternoon,95
372,180,56,12,600,afternoon,77
276,180,41,10,508,night,91
168,180,25,9,390,afternoon,87
144,180,22,10,363,afternoon,92
390,180,58,11,600,morning,100
270,180,40,10,495,afternoon,100
12,180,5,8,210,evening,75
336,84,50,10,482,morning,94
237,180,36,7,467,afternoon,100
444,180,67,11,600,night,100
282,180,42,12,513,afternoon,88
204,180,31,12,421,evening,84
186,102,28,9,322,morning,98
108,180,16,8,312,afternoon,80
312,180,47,12,558,evening,73
294,180,44,6,524,night,84
369,180,55,12,600,morning,95
258,180,39,7,490,afternoon,94
294,180,44,7,529,afternoon,100
252,156,38,7,457,morning,98
276,180,41,7,507,night,94
72,180,11,10,276,night,100
216,180,32,5,437,morning,97
144,180,22,11,352,afternoon,73
238,180,36,9,471,afternoon,96
306,180,46,7,548,morning,84
288,180,43,8,519,afternoon,69
288,180,43,5,530,evening,96
114,180,17,6,330,morning,100
462,180,69,7,600,night,100
78,144,12,5,252,night,100
162,180,24,6,384,afternoon,100
330,180,50,8,579,evening,70
198,180,30,6,418,night,72
175,180,26,10,395,evening,74
204,180,31,10,432,evening,80
216,180,32,9,442,evening,80
318,168,48,8,541,night,100
150,180,22,6,358,morning,86
306,180,46,8,539,morning,100
307,180,46,12,543,night,96
204,126,31,9,367,morning,77
180,180,27,7,406,afternoon,89
372,180,56,9,600,morning,100
228,114,34,12,390,night,79
216,180,32,11,441,morning,63
156,180,23,5,364,night,77
246,138,37,10,426,afternoon,86
108,180,16,6,309,morning,92
162,180,24,12,381,afternoon,86
132,180,20,8,346,morning,91
228,180,34,6,449,night,84
396,180,59,9,600,evening,76
54,180,8,10,254,morning,100
276,54,41,11,384,night,100
234,120,35,5,404,night,57
480,180,72,5,600,morning,100
222,108,33,8,380,evening,100
342,180,51,10,587,morning,99
323,180,48,6,558,night,87
270,180,40,11,506,afternoon,89
180,180,27,12,396,evening,89
354,180,53,12,600,morning,100
252,180,38,7,476,morning,94
270,180,40,7,503,night,84
465,84,70,12,600,night,98
342,180,51,7,586,evening,86
96,180,14,8,297,night,62
324,180,49,10,565,evening,100
240,180,36,8,468,afternoon,98
216,180,32,5,443,afternoon,100
90,180,14,5,303,afternoon,87
348,180,52,8,594,night,99
312,78,47,5,456,morning,92
444,78,67,11,600,evening,100
288,180,43,6,527,night,100
245,138,37,6,425,morning,97
216,180,32,8,438,afternoon,92
378,138,57,6,588,morning,77
258,180,39,9,496,evening,84
396,180,59,6,600,night,100
5,180,5,9,199,afternoon,57
102,180,15,9,315,night,99
270,180,40,6,502,night,95
264,180,40,7,494,morning,98
299,132,45,5,495,afternoon,100
276,180,41,8,513,night,98
72,180,11,6,281,afternoon,94
222,168,33,7,435,morning,89
336,108,50,11,510,morning,97
192,180,29,8,410,afternoon,86
306,180,46,12,537,morning,97
90,66,14,12,187,afternoon,74
297,180,45,9,541,night,78
144,180,22,7,351,afternoon,100
282,180,42,6,523,evening,95
421,150,63,9,600,morning,99
246,162,37,9,460,afternoon,92
198,180,30,8,420,morning,90
456,180,68,12,600,morning,100
300,180,45,10,538,afternoon,100
174,180,26,7,385,evening,95
336,180,50,9,581,morning,86
186,180,28,7,404,evening,84
222,180,33,10,447,night,99
258,102,39,8,414,afternoon,100
12,180,5,9,214,morning,98
186,180,28,9,407,morning,100
330,180,50,9,571,afternoon,77
336,144,50,10,543,morning,100
222,126,33,10,399,morning,82
261,150,39,6,460,night,99
342,180,51,7,583,night,92
102,180,15,11,306,afternoon,100
420,180,63,9,600,morning,95
358,180,54,6,600,night,100
372,180,56,11,600,evening,80
258,180,39,9,493,night,76
480,180,72,11,600,morning,98
300,180,45,10,538,morning,98
6,180,5,7,203,evening,63
216,180,32,9,440,evening,94
84,180,13,10,295,night,87
204,180,31,10,433,morning,100
228,180,34,11,448,afternoon,76
102,180,15,7,302,evening,74
6,180,5,7,204,afternoon,68
480,180,72,10,600,morning,95
289,180,43,12,521,afternoon,95
210,168,32,10,415,night,99
132,168,20,9,326,evening,76
132,180,20,6,337,evening,96
174,180,26,10,388,morning,100
288,180,43,8,527,afternoon,84
174,180,26,5,392,afternoon,97
312,180,47,9,545,afternoon,100
306,162,46,6,533,night,67
159,180,24,8,368,afternoon,100
84,180,13,8,295,night,68
306,72,46,9,439,evening,92
240,180,36,8,471,morning,80
174,162,26,7,378,afternoon,100
180,180,27,11,392,morning,74
288,180,43,10,522,night,65
60,180,9,11,267,morning,82
458,180,69,11,600,morning,92
36,180,5,9,231,afternoon,98
480,174,72,11,600,afternoon,92
480,180,72,11,600,night,97
60,180,9,6,266,evening,95
420,180,63,8,600,afternoon,100
414,180,62,11,600,morning,97
5,180,5,8,195,afternoon,70
240,180,36,9,474,night,72
270,174,40,7,499,evening,92
294,180,44,7,525,night,96
342,132,51,8,540,evening,100
477,180,72,6,600,afternoon,100
282,180,42,12,520,evening,91
228,126,34,6,398,morning,100
228,54,34,12,332,morning,100
270,180,40,8,507,night,100
406,180,61,7,600,evening,92
48,180,7,5,247,morning,100
360,180,54,6,600,evening,96
132,180,20,7,343,evening,100
468,108,70,7,600,evening,95
414,180,62,10,600,night,100
156,180,23,9,365,night,53
90,180,14,6,301,night,86
150,180,22,7,369,evening,78
276,180,41,9,507,evening,80
240,120,36,6,406,morning,82
192,180,29,9,406,evening,86
306,180,46,5,538,morning,92
36,180,5,9,232,evening,77
276,180,41,10,505,morning,83
144,180,22,6,352,morning,88
192,180,29,11,417,morning,81
196,180,29,11,416,evening,83
246,180,37,11,482,morning,81
360,180,54,9,600,night,95
300,150,45,11,510,evening,100
270,180,40,11,495,afternoon,100
246,180,37,10,471,afternoon,100
480,180,72,10,600,afternoon,83
216,78,32,10,331,morning,91
149,180,22,11,364,morning,79
480,180,72,11,600,evening,88
268,180,40,9,494,morning,100
318,180,48,5,553,morning,68
354,180,53,6,600,morning,88
234,180,35,6,466,morning,88
412,180,62,9,600,evening,88
246,180,37,10,473,night,89
480,180,72,5,600,morning,100
360,180,54,6,600,afternoon,81
138,180,21,8,352,afternoon,99
324,180,49,11,565,morning,98
360,180,54,6,600,morning,100
480,180,72,7,600,morning,100
210,180,32,12,430,morning,100
252,180,38,7,484,afternoon,100
336,162,50,12,566,afternoon,100
240,180,36,12,461,evening,70
444,180,67,7,600,afternoon,100
276,180,41,7,513,night,100
408,180,61,11,600,evening,100
180,180,27,8,393,night,83
300,174,45,11,529,night,82
72,180,11,7,276,night,92
404,108,61,11,589,afternoon,94
120,180,18,12,332,evening,100
222,180,33,11,452,evening,96
276,30,41,5,354,evening,97
318,180,48,5,560,night,79
354,180,53,11,600,morning,94
210,180,32,5,431,morning,91
78,180,12,11,287,night,65
426,180,64,8,600,night,86
30,180,5,10,224,night,93
174,180,26,9,396,morning,64
390,180,58,9,600,night,93
361,120,54,10,553,afternoon,84
168,180,25,12,391,evening,80
138,180,21,9,346,afternoon,89
294,180,44,10,528,afternoon,100
139,180,21,5,350,evening,77
357,174,54,5,600,afternoon,74
18,180,5,7,214,afternoon,97
252,180,38,9,480,evening,85
312,180,47,10,551,afternoon,100
342,180,51,7,589,morning,99
270,180,40,9,508,afternoon,100
324,180,49,9,560,evening,86
162,180,24,10,380,morning,92
5,180,5,10,203,afternoon,100
102,180,15,10,304,morning,100
180,42,27,8,264,afternoon,70
264,180,40,10,499,evening,54
138,180,21,10,349,morning,100
222,180,33,11,451,night,92
330,180,50,12,572,evening,100
222,180,33,10,443,evening,61
96,180,14,7,309,afternoon,100
210,180,32,6,430,afternoon,99
366,180,55,6,600,morning,87
283,180,42,6,517,night,92
444,144,67,7,600,afternoon,100
138,180,21,11,347,afternoon,90
300,180,45,10,533,afternoon,75
306,180,46,12,547,night,99
330,102,50,5,491,morning,100
222,180,33,12,440,afternoon,98
480,180,72,8,600,evening,100
342,174,51,7,572,evening,81
276,180,41,10,510,afternoon,100
432,180,65,11,600,evening,100
336,180,50,11,577,evening,91
234,180,35,7,457,evening,71
204,180,31,9,421,night,85
270,180,40,12,506,evening,88
372,180,56,5,600,morning,100
414,168,62,8,600,morning,100
474,180,71,10,600,morning,93
270,180,40,10,503,morning,85
288,180,43,12,518,evening,82
380,180,57,5,600,morning,100
240,180,36,10,468,night,97
96,180,14,10,307,night,90
36,180,5,6,236,afternoon,87
374,180,56,11,600,afternoon,99
138,180,21,8,351,afternoon,81
294,126,44,10,471,evening,91
258,66,39,12,378,afternoon,88
341,180,51,11,577,afternoon,93
426,180,64,5,600,morning,84
114,180,17,6,320,evening,70
276,180,41,11,508,night,100
282,180,42,7,516,afternoon,67
180,180,27,10,402,evening,67
84,138,13,8,250,morning,88
345,180,52,5,593,morning,96
414,180,62,7,600,afternoon,58
168,180,25,8,379,morning,100
192,180,29,12,406,morning,93
324,180,49,8,559,evening,100
234,180,35,6,462,morning,72
5,180,5,9,205,evening,100
480,156,72,5,600,morning,98
264,168,40,8,477,morning,72
318,180,48,10,563,afternoon,83
246,102,37,6,400,evening,100
468,180,70,5,600,morning,88
480,180,72,6,600,night,98
282,180,42,5,512,morning,83
216,180,32,11,445,afternoon,88
354,132,53,10,551,night,69
24,180,5,8,220,morning,66
144,102,22,7,278,afternoon,93
480,180,72,7,600,evening,100
276,42,41,8,370,afternoon,92
288,174,43,12,515,night,100
261,48,39,6,358,afternoon,60
324,180,49,5,571,morning,99
163,162,24,9,354,afternoon,100
282,180,42,11,519,night,100
42,180,6,6,245,night,57
438,180,66,9,600,evening,74
150,180,22,9,364,afternoon,94
480,180,72,10,600,morning,91
480,180,72,7,600,evening,95
156,180,23,6,375,evening,94
102,168,15,8,297,evening,100
160,132,24,6,333,afternoon,100
271,180,41,7,511,morning,91
180,144,27,10,364,night,72
270,180,40,11,508,afternoon,95
480,180,72,11,600,morning,100
156,180,23,8,373,evening,66
150,144,22,8,334,night,70
414,132,62,9,600,evening,100
384,156,58,10,600,morning,93
258,180,39,6,495,afternoon,100
216,180,32,7,446,morning,91
162,162,24,8,364,evening,92
418,180,63,5,600,morning,88
336,180,50,8,576,afternoon,97
66,180,10,7,269,night,100
276,180,41,11,509,morning,93
168,180,25,9,385,morning,100
264,150,40,7,467,morning,94
252,120,38,9,426,afternoon,100
5,180,5,5,196,morning,93
216,180,32,7,445,evening,84
384,180,58,5,600,night,98
270,180,40,11,507,morning,91
168,66,25,8,277,night,99
100,108,15,5,234,morning,63
108,168,16,10,300,morning,82
90,180,14,8,297,afternoon,82
342,180,51,6,579,morning,94
335,180,50,8,573,morning,97
150,180,22,7,361,afternoon,88
18,180,5,7,208,night,53
306,180,46,6,549,evening,92
90,180,14,10,295,evening,98
72,180,11,7,270,night,98
72,180,11,10,279,afternoon,74
90,180,14,8,299,morning,88
114,180,17,7,327,morning,85
198,180,30,5,425,morning,87
252,180,38,8,487,night,83
216,180,32,5,440,afternoon,53
258,180,39,5,496,evening,99
453,180,68,12,600,evening,92
300,180,45,5,531,evening,81
476,42,71,5,600,evening,99
192,180,29,5,418,evening,80
282,174,42,6,512,afternoon,93
276,156,41,10,487,afternoon,97
294,180,44,12,526,night,100
258,90,39,11,394,evening,97
414,138,62,7,600,night,99
162,180,24,12,373,night,84
312,180,47,10,558,morning,89
222,180,33,5,446,morning,96
294,180,44,7,533,night,92
320,168,48,10,548,night,86
246,180,37,9,479,morning,69
300,180,45,6,544,evening,98
96,96,14,6,223,night,97
84,180,13,11,295,afternoon,100
100,180,15,6,305,evening,85
132,180,20,12,337,evening,100
234,180,35,8,459,morning,95
330,180,50,6,578,morning,92
342,66,51,10,472,afternoon,100
355,180,53,6,600,night,91
276,180,41,6,515,night,77
175,180,26,10,400,evening,95
222,180,33,11,443,afternoon,92
78,174,12,11,270,evening,93
372,174,56,10,600,evening,92
444,168,67,8,600,afternoon,99
5,180,5,8,203,morning,71
60,180,9,5,260,evening,86
318,144,48,11,529,afternoon,87
108,180,16,11,323,evening,95
293,180,44,9,524,afternoon,100
246,180,37,10,478,evening,79
318,180,48,6,555,evening,81
258,180,39,11,482,evening,79
174,180,26,9,398,afternoon,100
78,180,12,11,275,morning,89
126,72,19,12,229,evening,64
228,180,34,10,453,afternoon,100
342,180,51,10,587,night,100
480,180,72,8,600,morning,100
126,180,19,7,335,afternoon,76
288,180,43,5,523,night,67
150,180,22,5,359,night,83
318,180,48,10,559,night,100
114,180,17,6,319,morning,74
480,180,72,7,600,night,100
234,132,35,5,409,evening,100
228,180,34,9,450,night,100
468,180,70,9,600,evening,91
294,168,44,12,523,morning,98
246,180,37,10,482,night,100
480,180,72,7,600,morning,98
297,180,45,7,538,morning,94
273,78,41,7,403,afternoon,91
96,180,14,11,298,evening,100
186,180,28,12,412,morning,92
204,180,31,7,420,night,76
348,180,52,5,586,afternoon,93
96,180,14,11,297,afternoon,91
174,180,26,9,390,night,77
95,114,14,8,230,morning,93
264,180,40,10,495,morning,91
384,126,58,6,573,evening,74
204,60,31,10,301,morning,96
200,180,30,10,426,evening,89
399,180,60,9,600,evening,94
216,180,32,10,446,afternoon,84
252,180,38,12,480,night,85
318,180,48,6,555,morning,95
336,180,50,8,572,night,100
222,180,33,10,450,morning,78
204,180,31,6,427,evening,65
344,180,52,5,589,night,77
264,180,40,11,499,afternoon,80
336,180,50,5,584,evening,70
264,180,40,12,491,morning,74
222,162,33,8,426,afternoon,81
372,180,56,7,600,night,100
216,180,32,11,440,afternoon,100
408,180,61,12,600,night,92
313,180,47,5,548,afternoon,87
42,78,6,6,142,morning,93
192,180,29,12,408,evening,99
180,180,27,8,393,morning,97
174,180,26,10,396,evening,75
426,180,64,7,600,morning,96
241,180,36,7,464,night,99
384,144,58,10,595,evening,93
49,180,7,7,253,morning,69
58,180,9,12,254,evening,85
24,180,5,7,220,afternoon,90
90,48,14,9,170,evening,100
48,180,7,8,244,morning,65
198,138,30,5,372,morning,68
182,180,27,10,406,evening,80
282,180,42,10,519,morning,80
450,156,68,7,600,night,78
240,180,36,8,466,morning,93
246,180,37,6,481,evening,100
342,180,51,5,583,morning,66
248,96,37,5,397,evening,87
192,180,29,10,416,afternoon,100
342,180,51,10,583,evening,81
60,138,9,6,216,afternoon,97
258,180,39,6,488,afternoon,100
150,48,22,9,227,night,90
390,180,58,8,600,evening,77
480,180,72,10,600,morning,100
444,120,67,11,600,evening,85
206,180,31,6,424,afternoon,99
234,180,35,8,455,evening,99
162,180,24,9,382,afternoon,92
372,180,56,11,600,afternoon,81
282,180,42,10,523,morning,100
198,180,30,7,418,morning,86
300,180,45,9,541,night,100
306,12,46,10,376,morning,98
246,180,37,8,478,morning,77
234,180,35,5,454,night,92
18,180,5,6,216,night,85
198,180,30,8,426,afternoon,100
244,180,37,5,479,afternoon,77
306,96,46,10,453,night,94
204,120,31,11,362,evening,94
164,156,25,12,355,night,100
342,180,51,12,588,evening,98
138,180,21,10,345,afternoon,73
354,180,53,10,598,afternoon,100
355,180,53,12,600,night,100
288,180,43,10,519,morning,98
324,180,49,10,564,morning,86
228,180,34,11,447,night,100
